frame,speed,date,time,marker,Interpolated Time
479,225,18/10/2023,16:00:43,021+561,16:00:43.395
480,225,18/10/2023,16:00:43,021+566,16:00:43.453
481,225,18/10/2023,16:00:43,021+571,16:00:43.510
482,225,18/10/2023,16:00:43,021+576,16:00:43.568
483,225,18/10/2023,16:00:43,021+576,16:00:43.626
484,225,18/10/2023,16:00:43,021+581,16:00:43.684
485,225,18/10/2023,16:00:43,021+586,16:00:43.742
486,225,18/10/2023,16:00:43,021+591,16:00:43.800
487,225,18/10/2023,16:00:43,021+591,16:00:43.857
488,226,18/10/2023,16:00:43,021+596,16:00:43.915
489,226,18/10/2023,16:00:44,021+601,16:00:43.973
490,226,18/10/2023,16:00:44,021+601,16:00:44.031
491,226,18/10/2023,16:00:44,021+606,16:00:44.089
492,226,18/10/2023,16:00:44,021+611,16:00:44.147
493,226,18/10/2023,16:00:44,021+616,16:00:44.205
494,226,18/10/2023,16:00:44,021+616,16:00:44.262
495,226,18/10/2023,16:00:44,021+621,16:00:44.320
496,226,18/10/2023,16:00:44,021+626,16:00:44.378
497,226,18/10/2023,16:00:44,021+631,16:00:44.436
498,226,18/10/2023,16:00:44,021+631,16:00:44.494
499,226,18/10/2023,16:00:44,021+636,16:00:44.552
500,226,18/10/2023,16:00:44,021+641,16:00:44.609
501,226,18/10/2023,16:00:44,021+641,16:00:44.667
502,226,18/10/2023,16:00:44,021+646,16:00:44.725
503,226,18/10/2023,16:00:44,021+651,16:00:44.783
504,226,18/10/2023,16:00:44,021+656,16:00:44.841
505,226,18/10/2023,16:00:44,021+656,16:00:44.899
506,227,18/10/2023,16:00:44,021+661,16:00:44.956
507,227,18/10/2023,16:00:45,021+666,16:00:45.014
508,227,18/10/2023,16:00:45,021+671,16:00:45.072
509,227,18/10/2023,16:00:45,021+671,16:00:45.130
510,227,18/10/2023,16:00:45,021+676,16:00:45.188
511,227,18/10/2023,16:00:45,021+681,16:00:45.246
512,227,18/10/2023,16:00:45,021+686,16:00:45.304
513,227,18/10/2023,16:00:45,021+686,16:00:45.361
514,227,18/10/2023,16:00:45,021+691,16:00:45.419
515,227,18/10/2023,16:00:45,021+696,16:00:45.477
516,227,18/10/2023,16:00:45,021+696,16:00:45.535
517,227,18/10/2023,16:00:45,021+701,16:00:45.593
518,227,18/10/2023,16:00:45,021+706,16:00:45.651
519,227,18/10/2023,16:00:45,021+711,16:00:45.708
520,227,18/10/2023,16:00:45,021+711,16:00:45.766
521,228,18/10/2023,16:00:45,021+716,16:00:45.824
522,228,18/10/2023,16:00:45,021+721,16:00:45.882
523,228,18/10/2023,16:00:46,021+726,16:00:45.940
524,228,18/10/2023,16:00:46,021+726,16:00:45.998
525,228,18/10/2023,16:00:46,021+731,16:00:46.056
526,228,18/10/2023,16:00:46,021+736,16:00:46.113
527,228,18/10/2023,16:00:46,021+741,16:00:46.171
528,228,18/10/2023,16:00:46,021+741,16:00:46.229
529,228,18/10/2023,16:00:46,021+746,16:00:46.287
530,228,18/10/2023,16:00:46,021+751,16:00:46.345
531,228,18/10/2023,16:00:46,021+751,16:00:46.403
532,228,18/10/2023,16:00:46,021+756,16:00:46.460
533,228,18/10/2023,16:00:46,021+761,16:00:46.518
534,229,18/10/2023,16:00:46,021+766,16:00:46.576
535,229,18/10/2023,16:00:46,021+766,16:00:46.634
536,229,18/10/2023,16:00:46,021+771,16:00:46.692
537,229,18/10/2023,16:00:46,021+776,16:00:46.750
538,229,18/10/2023,16:00:46,021+781,16:00:46.808
539,229,18/10/2023,16:00:46,021+781,16:00:46.865
540,229,18/10/2023,16:00:46,021+786,16:00:46.923
541,229,18/10/2023,16:00:47,021+791,16:00:46.981
542,229,18/10/2023,16:00:47,021+796,16:00:47.039
543,229,18/10/2023,16:00:47,021+796,16:00:47.097
544,229,18/10/2023,16:00:47,021+801,16:00:47.155
545,229,18/10/2023,16:00:47,021+806,16:00:47.212
546,229,18/10/2023,16:00:47,021+811,16:00:47.270
547,229,18/10/2023,16:00:47,021+811,16:00:47.328
548,230,18/10/2023,16:00:47,021+816,16:00:47.386
549,230,18/10/2023,16:00:47,021+821,16:00:47.444
550,230,18/10/2023,16:00:47,021+826,16:00:47.502
551,230,18/10/2023,16:00:47,021+826,16:00:47.560
552,230,18/10/2023,16:00:47,021+831,16:00:47.617
553,230,18/10/2023,16:00:47,021+836,16:00:47.675
554,230,18/10/2023,16:00:47,021+841,16:00:47.733
555,230,18/10/2023,16:00:47,021+841,16:00:47.791
556,230,18/10/2023,16:00:47,021+846,16:00:47.849
557,230,18/10/2023,16:00:47,021+851,16:00:47.907
558,230,18/10/2023,16:00:47,021+851,16:00:47.964
559,230,18/10/2023,16:00:48,021+856,16:00:48.022
560,230,18/10/2023,16:00:48,021+861,16:00:48.080
561,230,18/10/2023,16:00:48,021+866,16:00:48.138
562,230,18/10/2023,16:00:48,021+866,16:00:48.196
563,231,18/10/2023,16:00:48,021+871,16:00:48.254
564,231,18/10/2023,16:00:48,021+876,16:00:48.312
565,231,18/10/2023,16:00:48,021+881,16:00:48.369
566,231,18/10/2023,16:00:48,021+881,16:00:48.427
567,231,18/10/2023,16:00:48,021+886,16:00:48.485
568,231,18/10/2023,16:00:48,021+891,16:00:48.543
569,231,18/10/2023,16:00:48,021+896,16:00:48.601
570,231,18/10/2023,16:00:48,021+896,16:00:48.659
571,231,18/10/2023,16:00:48,021+901,16:00:48.716
572,231,18/10/2023,16:00:48,021+906,16:00:48.774
573,231,18/10/2023,16:00:48,021+911,16:00:48.832
574,231,18/10/2023,16:00:48,021+911,16:00:48.890
575,231,18/10/2023,16:00:48,021+916,16:00:48.948
576,231,18/10/2023,16:00:49,021+921,16:00:49.006
577,232,18/10/2023,16:00:49,021+926,16:00:49.064
578,232,18/10/2023,16:00:49,021+926,16:00:49.121
579,232,18/10/2023,16:00:49,021+931,16:00:49.179
580,232,18/10/2023,16:00:49,021+936,16:00:49.237
581,232,18/10/2023,16:00:49,021+941,16:00:49.295
582,232,18/10/2023,16:00:49,021+941,16:00:49.353
583,232,18/10/2023,16:00:49,021+946,16:00:49.411
584,232,18/10/2023,16:00:49,021+951,16:00:49.468
585,232,18/10/2023,16:00:49,021+956,16:00:49.526
586,232,18/10/2023,16:00:49,021+956,16:00:49.584
587,232,18/10/2023,16:00:49,021+961,16:00:49.642
588,232,18/10/2023,16:00:49,021+966,16:00:49.700
589,232,18/10/2023,16:00:49,021+971,16:00:49.758
590,232,18/10/2023,16:00:49,021+971,16:00:49.815
591,232,18/10/2023,16:00:49,021+976,16:00:49.873
592,232,18/10/2023,16:00:49,021+981,16:00:49.931
593,232,18/10/2023,16:00:50,021+986,16:00:49.989
594,232,18/10/2023,16:00:50,021+986,16:00:50.047
595,233,18/10/2023,16:00:50,021+991,16:00:50.105
596,233,18/10/2023,16:00:50,021+996,16:00:50.163
597,233,18/10/2023,16:00:50,022+001,16:00:50.220
598,233,18/10/2023,16:00:50,022+001,16:00:50.278
599,233,18/10/2023,16:00:50,022+006,16:00:50.336
600,233,18/10/2023,16:00:50,022+011,16:00:50.394
601,233,18/10/2023,16:00:50,022+016,16:00:50.452
602,233,18/10/2023,16:00:50,022+016,16:00:50.510
603,233,18/10/2023,16:00:50,022+021,16:00:50.567
604,233,18/10/2023,16:00:50,022+026,16:00:50.625
605,233,18/10/2023,16:00:50,022+031,16:00:50.683
606,233,18/10/2023,16:00:50,022+031,16:00:50.741
607,233,18/10/2023,16:00:50,022+036,16:00:50.799
608,233,18/10/2023,16:00:50,022+041,16:00:50.857
609,233,18/10/2023,16:00:50,022+046,16:00:50.915
610,233,18/10/2023,16:00:50,022+046,16:00:50.972
611,233,18/10/2023,16:00:51,022+051,16:00:51.030
612,233,18/10/2023,16:00:51,022+056,16:00:51.088
613,233,18/10/2023,16:00:51,022+061,16:00:51.146
614,233,18/10/2023,16:00:51,022+061,16:00:51.204
615,234,18/10/2023,16:00:51,022+066,16:00:51.262
616,234,18/10/2023,16:00:51,022+071,16:00:51.319
617,234,18/10/2023,16:00:51,022+076,16:00:51.377
618,234,18/10/2023,16:00:51,022+076,16:00:51.435
619,234,18/10/2023,16:00:51,022+081,16:00:51.493
620,234,18/10/2023,16:00:51,022+086,16:00:51.551
621,234,18/10/2023,16:00:51,022+091,16:00:51.609
622,234,18/10/2023,16:00:51,022+091,16:00:51.667
623,234,18/10/2023,16:00:51,022+096,16:00:51.724
624,234,18/10/2023,16:00:51,022+101,16:00:51.782
625,234,18/10/2023,16:00:51,022+106,16:00:51.840
626,234,18/10/2023,16:00:51,022+106,16:00:51.898
627,234,18/10/2023,16:00:51,022+111,16:00:51.956
628,234,18/10/2023,16:00:52,022+116,16:00:52.014
629,234,18/10/2023,16:00:52,022+121,16:00:52.071
630,234,18/10/2023,16:00:52,022+121,16:00:52.129
631,234,18/10/2023,16:00:52,022+126,16:00:52.187
632,234,18/10/2023,16:00:52,022+131,16:00:52.245
633,234,18/10/2023,16:00:52,022+136,16:00:52.303
634,234,18/10/2023,16:00:52,022+136,16:00:52.361
635,234,18/10/2023,16:00:52,022+141,16:00:52.419
636,235,18/10/2023,16:00:52,022+146,16:00:52.476
637,235,18/10/2023,16:00:52,022+151,16:00:52.534
638,235,18/10/2023,16:00:52,022+151,16:00:52.592
639,235,18/10/2023,16:00:52,022+156,16:00:52.650
640,235,18/10/2023,16:00:52,022+161,16:00:52.708
641,235,18/10/2023,16:00:52,022+166,16:00:52.766
642,235,18/10/2023,16:00:52,022+166,16:00:52.823
643,235,18/10/2023,16:00:52,022+171,16:00:52.881
644,235,18/10/2023,16:00:52,022+176,16:00:52.939
645,235,18/10/2023,16:00:53,022+181,16:00:52.997
646,235,18/10/2023,16:00:53,022+186,16:00:53.055
647,235,18/10/2023,16:00:53,022+186,16:00:53.113
648,235,18/10/2023,16:00:53,022+191,16:00:53.171
649,235,18/10/2023,16:00:53,022+196,16:00:53.228
650,235,18/10/2023,16:00:53,022+201,16:00:53.286
651,235,18/10/2023,16:00:53,022+201,16:00:53.344
652,235,18/10/2023,16:00:53,022+206,16:00:53.402
653,235,18/10/2023,16:00:53,022+211,16:00:53.460
654,235,18/10/2023,16:00:53,022+216,16:00:53.518
655,235,18/10/2023,16:00:53,022+216,16:00:53.575
656,235,18/10/2023,16:00:53,022+221,16:00:53.633
657,235,18/10/2023,16:00:53,022+226,16:00:53.691
658,235,18/10/2023,16:00:53,022+231,16:00:53.749
659,235,18/10/2023,16:00:53,022+236,16:00:53.807
660,235,18/10/2023,16:00:53,022+236,16:00:53.865
661,236,18/10/2023,16:00:53,022+241,16:00:53.923
662,236,18/10/2023,16:00:54,022+246,16:00:53.980
663,236,18/10/2023,16:00:54,022+246,16:00:54.038
664,236,18/10/2023,16:00:54,022+251,16:00:54.096
665,236,18/10/2023,16:00:54,022+256,16:00:54.154
666,236,18/10/2023,16:00:54,022+261,16:00:54.212
667,236,18/10/2023,16:00:54,022+261,16:00:54.270
668,236,18/10/2023,16:00:54,022+266,16:00:54.327
669,236,18/10/2023,16:00:54,022+271,16:00:54.385
670,236,18/10/2023,16:00:54,022+276,16:00:54.443
671,236,18/10/2023,16:00:54,022+276,16:00:54.501
672,236,18/10/2023,16:00:54,022+281,16:00:54.559
673,236,18/10/2023,16:00:54,022+286,16:00:54.617
674,236,18/10/2023,16:00:54,022+291,16:00:54.675
675,236,18/10/2023,16:00:54,022+296,16:00:54.732
676,236,18/10/2023,16:00:54,022+296,16:00:54.790
677,236,18/10/2023,16:00:54,022+301,16:00:54.848
678,236,18/10/2023,16:00:54,022+306,16:00:54.906
679,236,18/10/2023,16:00:55,022+311,16:00:54.964
680,236,18/10/2023,16:00:55,022+311,16:00:55.022
681,236,18/10/2023,16:00:55,022+316,16:00:55.079
682,236,18/10/2023,16:00:55,022+321,16:00:55.137
683,236,18/10/2023,16:00:55,022+326,16:00:55.195
684,236,18/10/2023,16:00:55,022+326,16:00:55.253
685,237,18/10/2023,16:00:55,022+331,16:00:55.311
686,237,18/10/2023,16:00:55,022+336,16:00:55.369
687,237,18/10/2023,16:00:55,022+341,16:00:55.426
688,237,18/10/2023,16:00:55,022+341,16:00:55.484
689,237,18/10/2023,16:00:55,022+346,16:00:55.542
690,237,18/10/2023,16:00:55,022+351,16:00:55.600
691,237,18/10/2023,16:00:55,022+356,16:00:55.658
692,237,18/10/2023,16:00:55,022+356,16:00:55.716
693,237,18/10/2023,16:00:55,022+361,16:00:55.774
694,237,18/10/2023,16:00:55,022+366,16:00:55.831
695,237,18/10/2023,16:00:55,022+371,16:00:55.889
696,237,18/10/2023,16:00:56,022+376,16:00:55.947
697,237,18/10/2023,16:00:56,022+376,16:00:56.005
698,237,18/10/2023,16:00:56,022+381,16:00:56.063
699,237,18/10/2023,16:00:56,022+386,16:00:56.121
700,237,18/10/2023,16:00:56,022+391,16:00:56.178
701,237,18/10/2023,16:00:56,022+391,16:00:56.236
702,237,18/10/2023,16:00:56,022+396,16:00:56.294
703,237,18/10/2023,16:00:56,022+401,16:00:56.352
704,237,18/10/2023,16:00:56,022+406,16:00:56.410
705,237,18/10/2023,16:00:56,022+406,16:00:56.468
706,237,18/10/2023,16:00:56,022+411,16:00:56.526
707,237,18/10/2023,16:00:56,022+416,16:00:56.583
708,237,18/10/2023,16:00:56,022+421,16:00:56.641
709,237,18/10/2023,16:00:56,022+421,16:00:56.699
710,238,18/10/2023,16:00:56,022+426,16:00:56.757
711,238,18/10/2023,16:00:56,022+431,16:00:56.815
712,238,18/10/2023,16:00:56,022+436,16:00:56.873
713,238,18/10/2023,16:00:56,022+441,16:00:56.930
714,238,18/10/2023,16:00:56,022+441,16:00:56.988
715,238,18/10/2023,16:00:57,022+446,16:00:57.046
716,238,18/10/2023,16:00:57,022+451,16:00:57.104
717,238,18/10/2023,16:00:57,022+456,16:00:57.162
718,238,18/10/2023,16:00:57,022+456,16:00:57.220
719,238,18/10/2023,16:00:57,022+461,16:00:57.278
720,238,18/10/2023,16:00:57,022+466,16:00:57.335
721,238,18/10/2023,16:00:57,022+471,16:00:57.393
722,238,18/10/2023,16:00:57,022+471,16:00:57.451
723,238,18/10/2023,16:00:57,022+476,16:00:57.509
724,238,18/10/2023,16:00:57,022+481,16:00:57.567
725,238,18/10/2023,16:00:57,022+486,16:00:57.625
726,238,18/10/2023,16:00:57,022+486,16:00:57.682
727,238,18/10/2023,16:00:57,022+491,16:00:57.740
728,238,18/10/2023,16:00:57,022+496,16:00:57.798
729,238,18/10/2023,16:00:57,022+501,16:00:57.856
730,238,18/10/2023,16:00:57,022+506,16:00:57.914
731,238,18/10/2023,16:00:57,022+506,16:00:57.972
732,238,18/10/2023,16:00:58,022+511,16:00:58.030
733,239,18/10/2023,16:00:58,022+516,16:00:58.087
734,239,18/10/2023,16:00:58,022+521,16:00:58.145
735,239,18/10/2023,16:00:58,022+521,16:00:58.203
736,239,18/10/2023,16:00:58,022+526,16:00:58.261
737,239,18/10/2023,16:00:58,022+531,16:00:58.319
738,239,18/10/2023,16:00:58,022+536,16:00:58.377
739,239,18/10/2023,16:00:58,022+536,16:00:58.434
740,239,18/10/2023,16:00:58,022+541,16:00:58.492
741,239,18/10/2023,16:00:58,022+546,16:00:58.550
742,239,18/10/2023,16:00:58,022+551,16:00:58.608
743,239,18/10/2023,16:00:58,022+556,16:00:58.666
744,239,18/10/2023,16:00:58,022+556,16:00:58.724
745,239,18/10/2023,16:00:58,022+561,16:00:58.782
746,239,18/10/2023,16:00:58,022+566,16:00:58.839
747,239,18/10/2023,16:00:58,022+571,16:00:58.897
748,239,18/10/2023,16:00:58,022+571,16:00:58.955
749,239,18/10/2023,16:00:59,022+576,16:00:59.013
750,239,18/10/2023,16:00:59,022+581,16:00:59.071
751,239,18/10/2023,16:00:59,022+586,16:00:59.129
752,239,18/10/2023,16:00:59,022+586,16:00:59.186
753,239,18/10/2023,16:00:59,022+591,16:00:59.244
754,240,18/10/2023,16:00:59,022+596,16:00:59.302
755,240,18/10/2023,16:00:59,022+601,16:00:59.360
756,240,18/10/2023,16:00:59,022+606,16:00:59.418
757,240,18/10/2023,16:00:59,022+606,16:00:59.476
758,240,18/10/2023,16:00:59,022+611,16:00:59.534
759,240,18/10/2023,16:00:59,022+616,16:00:59.591
760,240,18/10/2023,16:00:59,022+621,16:00:59.649
761,240,18/10/2023,16:00:59,022+621,16:00:59.707
762,240,18/10/2023,16:00:59,022+626,16:00:59.765
763,240,18/10/2023,16:00:59,022+631,16:00:59.823
764,240,18/10/2023,16:00:59,022+636,16:00:59.881
765,240,18/10/2023,16:01:00,022+641,16:00:59.938
766,240,18/10/2023,16:01:00,022+641,16:00:59.996
767,240,18/10/2023,16:01:00,022+646,16:01:00.054
768,240,18/10/2023,16:01:00,022+651,16:01:00.112
769,240,18/10/2023,16:01:00,022+656,16:01:00.170
770,240,18/10/2023,16:01:00,022+656,16:01:00.228
771,240,18/10/2023,16:01:00,022+661,16:01:00.286
772,240,18/10/2023,16:01:00,022+666,16:01:00.343
773,240,18/10/2023,16:01:00,022+671,16:01:00.401
774,241,18/10/2023,16:01:00,022+676,16:01:00.459
775,241,18/10/2023,16:01:00,022+676,16:01:00.517
776,241,18/10/2023,16:01:00,022+681,16:01:00.575
777,241,18/10/2023,16:01:00,022+686,16:01:00.633
778,241,18/10/2023,16:01:00,022+691,16:01:00.690
779,241,18/10/2023,16:01:00,022+691,16:01:00.748
780,241,18/10/2023,16:01:00,022+696,16:01:00.806
781,241,18/10/2023,16:01:00,022+701,16:01:00.864
782,241,18/10/2023,16:01:00,022+706,16:01:00.922
783,241,18/10/2023,16:01:00,022+706,16:01:00.980
784,241,18/10/2023,16:01:01,022+711,16:01:01.037
785,241,18/10/2023,16:01:01,022+716,16:01:01.095
786,241,18/10/2023,16:01:01,022+721,16:01:01.153
787,241,18/10/2023,16:01:01,022+726,16:01:01.211
788,241,18/10/2023,16:01:01,022+726,16:01:01.269
789,241,18/10/2023,16:01:01,022+731,16:01:01.327
790,241,18/10/2023,16:01:01,022+736,16:01:01.385
791,241,18/10/2023,16:01:01,022+741,16:01:01.442
792,241,18/10/2023,16:01:01,022+741,16:01:01.500
793,241,18/10/2023,16:01:01,022+746,16:01:01.558
794,242,18/10/2023,16:01:01,022+751,16:01:01.616
795,242,18/10/2023,16:01:01,022+756,16:01:01.674
796,242,18/10/2023,16:01:01,022+761,16:01:01.732
797,242,18/10/2023,16:01:01,022+761,16:01:01.789
798,242,18/10/2023,16:01:01,022+766,16:01:01.847
799,242,18/10/2023,16:01:01,022+771,16:01:01.905
800,242,18/10/2023,16:01:02,022+776,16:01:01.963
801,242,18/10/2023,16:01:02,022+781,16:01:02.021
802,242,18/10/2023,16:01:02,022+781,16:01:02.079
803,242,18/10/2023,16:01:02,022+786,16:01:02.137
804,242,18/10/2023,16:01:02,022+791,16:01:02.194
805,242,18/10/2023,16:01:02,022+791,16:01:02.252
806,242,18/10/2023,16:01:02,022+796,16:01:02.310
807,242,18/10/2023,16:01:02,022+801,16:01:02.368
808,242,18/10/2023,16:01:02,022+806,16:01:02.426
809,242,18/10/2023,16:01:02,022+811,16:01:02.484
810,243,18/10/2023,16:01:02,022+816,16:01:02.541
811,243,18/10/2023,16:01:02,022+816,16:01:02.599
812,243,18/10/2023,16:01:02,022+821,16:01:02.657
813,243,18/10/2023,16:01:02,022+826,16:01:02.715
814,243,18/10/2023,16:01:02,022+831,16:01:02.773
815,243,18/10/2023,16:01:02,022+831,16:01:02.831
816,243,18/10/2023,16:01:02,022+836,16:01:02.889
817,243,18/10/2023,16:01:02,022+841,16:01:02.946
818,243,18/10/2023,16:01:03,022+846,16:01:03.004
819,243,18/10/2023,16:01:03,022+851,16:01:03.062
820,243,18/10/2023,16:01:03,022+851,16:01:03.120
821,243,18/10/2023,16:01:03,022+856,16:01:03.178
822,243,18/10/2023,16:01:03,022+861,16:01:03.236
823,243,18/10/2023,16:01:03,022+866,16:01:03.293
824,243,18/10/2023,16:01:03,022+866,16:01:03.351
825,243,18/10/2023,16:01:03,022+871,16:01:03.409
826,243,18/10/2023,16:01:03,022+876,16:01:03.467
827,243,18/10/2023,16:01:03,022+881,16:01:03.525
828,243,18/10/2023,16:01:03,022+886,16:01:03.583
829,243,18/10/2023,16:01:03,022+886,16:01:03.641
830,243,18/10/2023,16:01:03,022+891,16:01:03.698
831,243,18/10/2023,16:01:03,022+896,16:01:03.756
832,244,18/10/2023,16:01:03,022+901,16:01:03.814
833,244,18/10/2023,16:01:03,022+906,16:01:03.872
834,244,18/10/2023,16:01:03,022+906,16:01:03.930
835,244,18/10/2023,16:01:04,022+911,16:01:03.988
836,244,18/10/2023,16:01:04,022+916,16:01:04.045
837,244,18/10/2023,16:01:04,022+921,16:01:04.103
838,244,18/10/2023,16:01:04,022+926,16:01:04.161
839,244,18/10/2023,16:01:04,022+926,16:01:04.219
840,244,18/10/2023,16:01:04,022+931,16:01:04.277
841,244,18/10/2023,16:01:04,022+936,16:01:04.335
842,244,18/10/2023,16:01:04,022+941,16:01:04.393
843,244,18/10/2023,16:01:04,022+941,16:01:04.450
844,244,18/10/2023,16:01:04,022+946,16:01:04.508
845,244,18/10/2023,16:01:04,022+951,16:01:04.566
846,244,18/10/2023,16:01:04,022+956,16:01:04.624
847,244,18/10/2023,16:01:04,022+961,16:01:04.682
848,244,18/10/2023,16:01:04,022+961,16:01:04.740
849,244,18/10/2023,16:01:04,022+966,16:01:04.797
850,244,18/10/2023,16:01:04,022+971,16:01:04.855
851,244,18/10/2023,16:01:04,022+976,16:01:04.913
852,244,18/10/2023,16:01:04,022+976,16:01:04.971
853,244,18/10/2023,16:01:05,022+981,16:01:05.029
854,244,18/10/2023,16:01:05,022+986,16:01:05.087
855,244,18/10/2023,16:01:05,022+991,16:01:05.145
856,244,18/10/2023,16:01:05,022+996,16:01:05.202
857,244,18/10/2023,16:01:05,022+996,16:01:05.260
858,245,18/10/2023,16:01:05,023+001,16:01:05.318
859,245,18/10/2023,16:01:05,023+006,16:01:05.376
860,245,18/10/2023,16:01:05,023+011,16:01:05.434
861,245,18/10/2023,16:01:05,023+016,16:01:05.492
862,245,18/10/2023,16:01:05,023+016,16:01:05.549
863,245,18/10/2023,16:01:05,023+021,16:01:05.607
864,245,18/10/2023,16:01:05,023+026,16:01:05.665
865,245,18/10/2023,16:01:05,023+031,16:01:05.723
866,245,18/10/2023,16:01:05,023+031,16:01:05.781
867,245,18/10/2023,16:01:05,023+036,16:01:05.839
868,245,18/10/2023,16:01:05,023+041,16:01:05.896
869,245,18/10/2023,16:01:05,023+046,16:01:05.954
870,245,18/10/2023,16:01:06,023+051,16:01:06.012
871,245,18/10/2023,16:01:06,023+051,16:01:06.070
872,245,18/10/2023,16:01:06,023+056,16:01:06.128
873,245,18/10/2023,16:01:06,023+061,16:01:06.186
874,245,18/10/2023,16:01:06,023+066,16:01:06.244
875,245,18/10/2023,16:01:06,023+071,16:01:06.301
876,245,18/10/2023,16:01:06,023+071,16:01:06.359
877,245,18/10/2023,16:01:06,023+076,16:01:06.417
878,245,18/10/2023,16:01:06,023+081,16:01:06.475
879,245,18/10/2023,16:01:06,023+086,16:01:06.533
880,245,18/10/2023,16:01:06,023+086,16:01:06.591
881,245,18/10/2023,16:01:06,023+091,16:01:06.648
882,245,18/10/2023,16:01:06,023+096,16:01:06.706
883,245,18/10/2023,16:01:06,023+101,16:01:06.764
884,245,18/10/2023,16:01:06,023+106,16:01:06.822
885,245,18/10/2023,16:01:06,023+106,16:01:06.880
886,245,18/10/2023,16:01:06,023+111,16:01:06.938
887,245,18/10/2023,16:01:07,023+116,16:01:06.996
888,245,18/10/2023,16:01:07,023+121,16:01:07.053
889,245,18/10/2023,16:01:07,023+126,16:01:07.111
890,245,18/10/2023,16:01:07,023+126,16:01:07.169
891,245,18/10/2023,16:01:07,023+131,16:01:07.227
892,245,18/10/2023,16:01:07,023+136,16:01:07.285
893,245,18/10/2023,16:01:07,023+141,16:01:07.343
894,245,18/10/2023,16:01:07,023+146,16:01:07.400
895,245,18/10/2023,16:01:07,023+146,16:01:07.458
896,245,18/10/2023,16:01:07,023+151,16:01:07.516
897,245,18/10/2023,16:01:07,023+156,16:01:07.574
898,245,18/10/2023,16:01:07,023+161,16:01:07.632
899,245,18/10/2023,16:01:07,023+161,16:01:07.690
900,245,18/10/2023,16:01:07,023+166,16:01:07.748
901,245,18/10/2023,16:01:07,023+171,16:01:07.805
902,245,18/10/2023,16:01:07,023+176,16:01:07.863
903,245,18/10/2023,16:01:07,023+181,16:01:07.921
904,245,18/10/2023,16:01:07,023+181,16:01:07.979
905,245,18/10/2023,16:01:08,023+186,16:01:08.037
906,245,18/10/2023,16:01:08,023+191,16:01:08.095
907,245,18/10/2023,16:01:08,023+196,16:01:08.152
908,245,18/10/2023,16:01:08,023+201,16:01:08.210
909,245,18/10/2023,16:01:08,023+201,16:01:08.268
910,246,18/10/2023,16:01:08,023+206,16:01:08.326
911,246,18/10/2023,16:01:08,023+211,16:01:08.384
912,246,18/10/2023,16:01:08,023+216,16:01:08.442
913,246,18/10/2023,16:01:08,023+221,16:01:08.500
914,246,18/10/2023,16:01:08,023+221,16:01:08.557
915,246,18/10/2023,16:01:08,023+226,16:01:08.615
916,246,18/10/2023,16:01:08,023+231,16:01:08.673
917,246,18/10/2023,16:01:08,023+236,16:01:08.731
918,246,18/10/2023,16:01:08,023+236,16:01:08.789
919,246,18/10/2023,16:01:08,023+241,16:01:08.847
920,246,18/10/2023,16:01:08,023+246,16:01:08.904
921,246,18/10/2023,16:01:09,023+251,16:01:08.962
922,246,18/10/2023,16:01:09,023+256,16:01:09.020
923,246,18/10/2023,16:01:09,023+256,16:01:09.078
924,246,18/10/2023,16:01:09,023+261,16:01:09.136
925,246,18/10/2023,16:01:09,023+266,16:01:09.194
926,246,18/10/2023,16:01:09,023+271,16:01:09.252
927,246,18/10/2023,16:01:09,023+276,16:01:09.309
928,246,18/10/2023,16:01:09,023+276,16:01:09.367
929,246,18/10/2023,16:01:09,023+281,16:01:09.425
930,246,18/10/2023,16:01:09,023+286,16:01:09.483
931,246,18/10/2023,16:01:09,023+291,16:01:09.541
932,246,18/10/2023,16:01:09,023+296,16:01:09.599
933,246,18/10/2023,16:01:09,023+296,16:01:09.656
934,246,18/10/2023,16:01:09,023+301,16:01:09.714
935,246,18/10/2023,16:01:09,023+306,16:01:09.772
936,246,18/10/2023,16:01:09,023+311,16:01:09.830
937,246,18/10/2023,16:01:09,023+316,16:01:09.888
938,246,18/10/2023,16:01:09,023+316,16:01:09.946
939,246,18/10/2023,16:01:10,023+321,16:01:10.004
940,246,18/10/2023,16:01:10,023+326,16:01:10.061
941,246,18/10/2023,16:01:10,023+331,16:01:10.119
942,246,18/10/2023,16:01:10,023+331,16:01:10.177
943,246,18/10/2023,16:01:10,023+336,16:01:10.235
944,246,18/10/2023,16:01:10,023+341,16:01:10.293
945,246,18/10/2023,16:01:10,023+346,16:01:10.351
946,246,18/10/2023,16:01:10,023+351,16:01:10.408
947,246,18/10/2023,16:01:10,023+351,16:01:10.466
948,246,18/10/2023,16:01:10,023+356,16:01:10.524
949,246,18/10/2023,16:01:10,023+361,16:01:10.582
950,246,18/10/2023,16:01:10,023+366,16:01:10.640
951,246,18/10/2023,16:01:10,023+371,16:01:10.698
952,246,18/10/2023,16:01:10,023+371,16:01:10.756
953,247,18/10/2023,16:01:10,023+376,16:01:10.813
954,247,18/10/2023,16:01:10,023+381,16:01:10.871
955,247,18/10/2023,16:01:10,023+386,16:01:10.929
956,247,18/10/2023,16:01:11,023+391,16:01:10.987
957,247,18/10/2023,16:01:11,023+391,16:01:11.045
958,247,18/10/2023,16:01:11,023+396,16:01:11.103
959,247,18/10/2023,16:01:11,023+401,16:01:11.160
960,247,18/10/2023,16:01:11,023+406,16:01:11.218
